name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Cornstarch,100.0,0.0,0.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.47,3.0,0.053,13.0,3.0,0.0028,0.06,260.0,19.0,12.0,20.0,6.0,53.0,9.0,8.0,0.0,10.0,36.0,6.0,6.0,13.0,24.0,12.0,9.0,1.0,10.0,14.0,91270.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.0,16.0,25.0,0.0,0.0,90.0,0.0,0.0,8320.0
"Nuts, pecans",72000.0,6200.0,0.0,0.0,40.5,0.022,0.0,1.167,0.863,0.13,0.66,0.0014,0.003,0.0,0.029,0.009,0.017,0,0.0,0.21,1.1,0.0,1.4,1.4,0.0035,70.0,1.2,2.53,121.0,4.5,277.0,410.0,0.0038,4.53,9170.0,397.0,1177.0,929.0,152.0,1829.0,453.0,262.0,0.0,336.0,598.0,287.0,183.0,426.0,363.0,474.0,306.0,93.0,215.0,411.0,13860.0,9600.0,3970.0,40.0,0.0,40.0,0.0,0.0,3900.0,71970.0,6180.0,40801.0,21614.0,0.0,0.0,1490.0,0.0,0.0,3520.0
"Eggplant, raw",200.0,0.0,0.0,2.0,6.9,0.022,0.0,0.649,0.281,0.037,0.039,0.000575,0.001,0.0,0.014,0.0,0.036,0,0.0,0.084,2.2,0.0,0.3,0.3,0.0035,9.0,0.081,0.23,14.0,0.232,24.0,229.0,0.0003,0.16,980.0,51.0,57.0,164.0,6.0,186.0,41.0,23.0,0.0,45.0,64.0,47.0,11.0,43.0,43.0,42.0,37.0,9.0,27.0,53.0,5880.0,3000.0,3530.0,1540.0,0.0,1580.0,0.0,0.0,260.0,180.0,34.0,16.0,76.0,0.0,0.0,660.0,0.0,0.0,92300.0
"Teff, uncooked",2400.0,400.0,0.0,12.0,13.1,0.0,0.0,3.363,0.942,0.27,0.39,0.000225,0.0,0.0,0.005,0.0,0.066,0,0.0,0.482,0.0,0.0,0.08,0.08,0.0019,180.0,0.81,7.63,184.0,9.24,429.0,427.0,0.0044,3.63,13300.0,747.0,517.0,820.0,236.0,3349.0,477.0,301.0,0.0,501.0,1068.0,376.0,428.0,698.0,664.0,622.0,510.0,139.0,458.0,686.0,73130.0,8000.0,1840.0,470.0,0.0,730.0,0.0,10.0,620.0,2380.0,449.0,589.0,1071.0,0.0,0.0,2370.0,0.0,0.0,8820.0
"Sherbet, orange",2000.0,1200.0,1.0,46.0,7.7,0.004,0.0,0.063,0.224,0.097,0.027,0.00115,0.012,0.0,0.001,0.005,0.007,0,0.00013,0.023,2.3,0.0,0.01,0.01,0.0,54.0,0.028,0.14,8.0,0.011,40.0,96.0,0.0015,0.48,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30400.0,1300.0,24320.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1160.0,530.0,80.0,1.0,0.0,400.0,0.0,0.0,66100.0
"Cauliflower, raw",300.0,100.0,0.0,30.0,44.3,0.057,0.0,0.507,0.667,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.001,0,0.0,0.184,48.2,0.0,0.08,0.08,0.0155,22.0,0.039,0.42,15.0,0.155,44.0,299.0,0.0006,0.27,1920.0,116.0,86.0,177.0,20.0,257.0,71.0,56.0,0.0,71.0,106.0,217.0,20.0,65.0,71.0,86.0,76.0,20.0,51.0,125.0,4970.0,2000.0,1910.0,970.0,0.0,940.0,0.0,0.0,0.0,280.0,130.0,34.0,31.0,0.0,0.0,760.0,0.0,0.0,92070.0
"Taro leaves, raw",700.0,200.0,0.0,3.0,12.8,0.126,0.0,1.513,0.084,0.456,0.209,0.120625,0.241,0.0,2.895,0.0,1.932,0,0.0,0.146,52.0,0.0,2.02,2.02,0.1086,107.0,0.27,2.25,45.0,0.714,60.0,648.0,0.0009,0.41,4980.0,0.0,220.0,0.0,64.0,0.0,0.0,114.0,0.0,260.0,392.0,246.0,79.0,195.0,0.0,0.0,167.0,48.0,178.0,256.0,6700.0,3700.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,151.0,60.0,307.0,0.0,0.0,1920.0,0.0,0.0,85660.0
"Lamb, raw, ground",23000.0,10000.0,73.0,59.0,69.3,0.018,0.0,5.96,0.65,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00231,0.13,0.0,5e-05,0.2,0.2,0.0036,16.0,0.101,1.55,21.0,0.019,157.0,222.0,0.0188,3.41,16560.0,996.0,984.0,1457.0,198.0,2402.0,809.0,524.0,0.0,799.0,1288.0,1462.0,425.0,674.0,694.0,615.0,709.0,193.0,556.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23410.0,10190.0,9600.0,1850.0,73.0,0.0,870.0,0.0,0.0,59470.0
"Cheese, camembert",24000.0,15000.0,72.0,842.0,15.4,0.062,0.0,0.63,1.364,0.488,0.028,0.0205,0.241,0.0,0.012,0.0,0.0,0,0.0013,0.227,0.0,0.00045,0.21,0.21,0.002,388.0,0.021,0.33,20.0,0.038,347.0,187.0,0.0145,2.38,19800.0,819.0,701.0,1288.0,109.0,4187.0,379.0,683.0,0.0,968.0,1840.0,1766.0,565.0,1105.0,2346.0,1114.0,717.0,307.0,1145.0,1279.0,460.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,24260.0,15259.0,7023.0,724.0,72.0,0.0,3680.0,0.0,0.0,51800.0
Vegetarian fillets,18000.0,2800.0,0.0,490.0,82.0,0.102,0.0,12.0,0.0,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0042,1.5,0.0,0.0,3.45,3.45,0.0,95.0,0.925,2.0,23.0,0.0,450.0,600.0,0.001,1.4,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,6100.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,2849.0,4376.0,9332.0,0.0,0.0,5000.0,0.0,0.0,45000.0
"PACE, Picante Sauce",0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250.0,3100.0,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,0.0,0.0,89900.0
"Goji berries, dried",400.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67055,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.4,0.0,0.0,0.0,0.0,190.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,14260.0,698.0,722.0,1711.0,144.0,1431.0,304.0,157.0,0.0,261.0,456.0,233.0,87.0,271.0,1000.0,498.0,358.0,0.0,222.0,316.0,77060.0,13000.0,45610.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,7500.0
"Mango nectar, canned",100.0,0.0,0.0,5.0,1.5,0.007,0.0,0.08,0.07,0.003,0.003,0.0173,0.035,0.0,0.402,0.026,0.0,0,0.0,0.015,15.2,0.0,0.21,0.21,0.0008,17.0,0.015,0.36,3.0,0.028,2.0,24.0,0.0004,0.02,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13120.0,300.0,12450.0,5560.0,0.0,5310.0,0.0,560.0,1020.0,60.0,14.0,22.0,11.0,0.0,0.0,80.0,0.0,0.0,86630.0
"Crackers, rusk toast",7200.0,1400.0,78.0,253.0,0.0,0.087,0.023,4.625,0.605,0.399,0.404,0.001025,0.012,0.0,0.0,0.0,0.0,0,0.0001799999999999,0.047,0.0,0.0,0.0,0.0,0.0,27.0,0.245,2.72,36.0,0.439,153.0,245.0,0.0201,1.1,13500.0,606.0,649.0,944.0,272.0,3192.0,498.0,309.0,0.0,610.0,1010.0,684.0,290.0,668.0,1052.0,768.0,512.0,171.0,471.0,684.0,72300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,1376.0,2755.0,2310.0,78.0,0.0,1200.0,0.0,0.0,5500.0
"Chicken, boiled, feet",15000.0,3900.0,84.0,67.0,13.3,0.086,0.0,0.4,0.0,0.2,0.06,0.0025,0.03,0.0,0.0,0.0,0.0,0,0.00047,0.01,0.0,0.0002,0.27,0.27,0.0002,88.0,0.102,0.91,5.0,0.0,83.0,31.0,0.0036,0.69,19400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,3920.0,5500.0,2980.0,84.0,0.0,0.0,0.0,0.0,65800.0
"Quail, raw, meat only",4500.0,1300.0,70.0,51.0,0.0,0.007,0.0,8.2,0.787,0.285,0.283,0.001425,0.017,0.0,0.0,0.0,0.0,0,0.00047,0.53,7.2,0.0,0.0,0.0,0.0,13.0,0.594,4.51,25.0,0.019,307.0,237.0,0.0174,2.7,21760.0,1341.0,1379.0,1814.0,380.0,2820.0,1442.0,825.0,0.0,1187.0,1866.0,1905.0,689.0,944.0,797.0,1062.0,1090.0,341.0,1010.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530.0,1320.0,1280.0,1170.0,70.0,0.0,1320.0,0.0,0.0,70030.0
"Pie, lemon, fried pies",16000.0,2500.0,0.0,374.0,0.0,0.018,0.015,1.425,0.11,0.106,0.141,0.0008,0.002,0.0,0.0,0.0,0.0,0,8e-05,0.03,0.0,0.0,0.0,0.0,0.0,22.0,0.047,1.22,10.0,0.224,43.0,65.0,0.0024,0.23,3000.0,93.0,112.0,156.0,59.0,906.0,98.0,62.0,0.0,120.0,211.0,121.0,52.0,138.0,314.0,154.0,89.0,42.0,90.0,138.0,42600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100.000000000002,2457.0,7449.0,5376.0,0.0,0.0,1100.0,0.0,0.0,37600.0
"Peppers, raw, jalapeno",400.0,100.0,0.0,3.0,7.5,0.027,0.0,1.28,0.315,0.07,0.04,0.02695,0.054,0.067,0.561,0.105,0.861,0,0.0,0.419,118.6,0.0,3.58,3.58,0.0185,12.0,0.046,0.25,15.0,0.097,26.0,248.0,0.0004,0.14,910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,2800.0,4120.0,2630.0,0.0,1480.0,0.0,0.0,0.0,370.0,92.0,29.0,112.0,0.0,0.0,530.0,0.0,0.0,91690.0
"Winged bean tuber, raw",900.0,200.0,0.0,35.0,0.0,0.019,0.0,1.64,0.116,0.149,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,30.0,1.386,2.0,24.0,0.532,45.0,586.0,0.0007,1.39,11600.0,397.0,412.0,1735.0,197.0,800.0,390.0,241.0,0.0,425.0,640.0,592.0,143.0,451.0,679.0,464.0,451.0,252.0,353.0,599.0,28100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,222.0,234.0,174.0,0.0,0.0,2000.0,0.0,0.0,57400.0
"Salami, turkey, cooked",9200.0,2800.0,76.0,1107.0,53.1,0.01,0.0,3.979,1.074,0.303,0.426,0.00015,0.002,0.0,0.0,0.0,0.0,0,0.00099,0.427,0.0,0.0006,0.24,0.24,0.0013,40.0,0.19,1.25,22.0,0.02,266.0,216.0,0.0264,2.32,19200.0,947.0,1067.0,1486.0,159.0,2497.0,759.0,477.0,0.0,796.0,1219.0,1442.0,443.0,607.0,637.0,681.0,681.0,174.0,605.0,813.0,1550.0,100.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,9210.0,2783.0,3172.0,2466.0,76.0,0.0,1680.0,0.0,0.0,68800.0
"Grapes, raw, muscadine",500.0,0.0,0.0,1.0,0.0,0.002,0.0,0.0,0.0,1.5,0.0,0.001675,0.003,0.001,0.039,0.001,0.064,0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,37.0,0.119,0.26,14.0,1.973,24.0,203.0,0.0,0.11,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13930.0,3900.0,0.0,3920.0,0.0,3670.0,0.0,0.0,570.0,470.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,84290.0
"Nuts, raw, ginkgo nuts",1700.0,300.0,0.0,7.0,0.0,0.054,0.0,6.0,0.16,0.09,0.22,0.01395,0.028,0.0,0.0,0.0,0.0,0,0.0,0.328,15.0,0.0,0.0,0.0,0.0,2.0,0.274,1.0,27.0,0.113,124.0,510.0,0.0,0.34,4320.0,247.0,420.0,543.0,23.0,836.0,232.0,102.0,0.0,209.0,316.0,206.0,55.0,171.0,347.0,290.0,268.0,71.0,61.0,283.0,37600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,319.0,619.0,618.0,0.0,0.0,1200.0,0.0,0.0,55200.0
"Spices, ground, savory",5900.0,3300.0,0.0,24.0,0.0,0.0,0.0,4.08,0.0,0.0,0.366,0.12825,0.257,0.0,0.0,0.0,0.0,0,0.0,1.81,50.0,0.0,0.0,0.0,0.0,2132.0,0.847,37.88,377.0,6.1,140.0,1051.0,0.0046,4.3,6730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68730.0,45700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5910.0,3260.0,0.0,0.0,0.0,0.0,9630.0,0.0,0.0,9000.0
"Candies, sesame crunch",33000.0,4700.0,0.0,167.0,16.7,0.051,0.0,3.703,0.033,0.159,0.444,0.00015,0.0,0.0,0.003,0.0,0.0,0,0.0,0.491,0.0,0.0,0.16,0.16,0.0,639.0,0.95,4.27,251.0,1.609,412.0,307.0,0.004,3.76,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50300.0,7700.0,31170.0,0.0,0.0,0.0,0.0,0.0,0.0,33300.0,4662.0,12571.0,14591.0,0.0,0.0,2600.0,0.0,0.0,2200.0
"Cheese, low fat, cream",15000.0,9100.0,54.0,359.0,12.1,0.019,0.0,0.125,0.845,0.185,0.04,0.0138,0.161,0.0,0.011,0.0,0.0,0,0.00092,0.045,0.0,0.000275,0.27,0.27,0.0011,148.0,0.032,0.17,8.0,0.011,152.0,247.0,0.004,0.57,7850.0,243.0,311.0,680.0,55.0,1725.0,187.0,232.0,0.0,429.0,869.0,750.0,252.0,384.0,880.0,495.0,308.0,91.0,401.0,522.0,8130.000000000001,0.0,5820.0,0.0,0.0,0.0,5820.0,0.0,0.0,15280.0,9098.0,3996.0,658.0,54.0,0.0,2030.0,0.0,0.0,66720.0
"PACE, Green Taco Sauce",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250.0,0.0,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,90700.0
"Syrup, Canadian, maple",0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.081,0.0,1.27,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.11,21.0,2.3,0.0,225.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67380.0,0.0,59920.0,340.0,0.0,650.0,0.0,0.0,58930.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,32150.0
"Ostrich, raw, top loin",3000.0,1200.0,75.0,81.0,0.0,0.008,0.0,4.691,1.158,0.286,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00494,0.509,0.0,0.0,0.2,0.2,0.0,6.0,0.137,3.13,22.0,0.018,214.0,312.0,0.0354,3.76,21670.0,1390.0,1482.0,2027.0,223.0,3322.0,1448.0,544.0,387.0,1030.0,1761.0,1914.0,606.0,894.0,1130.0,867.0,951.0,193.0,705.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,1200.0,1060.0,580.0,75.0,0.0,730.0,0.0,0.0,75350.0
"Chewing gum, sugarless",400.0,100.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94800.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,58.0,93.0,232.0,0.0,0.0,1300.0,0.0,0.0,3500.0
"Nuts, dried, pine nuts",68000.0,4900.0,0.0,2.0,55.8,0.034,0.0,4.387,0.313,0.227,0.364,0.000725,0.001,0.0,0.017,0.0,0.009,0,0.0,0.094,0.8,0.0,9.33,9.33,0.0538999999999999,16.0,1.324,5.53,251.0,8.802,575.0,597.0,0.0007,6.45,13690.0,684.0,2413.0,1303.0,289.0,2926.0,691.0,341.0,0.0,542.0,991.0,540.0,259.0,524.0,673.0,835.0,370.0,107.0,509.0,687.0,13080.0,3700.0,3590.0,70.0,0.0,70.0,0.0,0.0,3450.0,68370.0,4899.0,18764.0,34071.0,0.0,0.0,2590.0,0.0,0.0,2280.0
"Pasta, unenriched, dry",1500.0,300.0,0.0,6.0,0.0,0.018,0.0,1.7,0.431,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.142,0.0,0.0,0.11,0.11,0.0001,21.0,0.289,1.3,53.0,0.917,189.0,223.0,0.0632,1.41,13040.0,438.0,474.0,624.0,255.0,4596.0,441.0,298.0,0.0,511.0,988.0,298.0,147.0,668.0,1569.0,617.0,462.0,185.0,243.0,588.0,74670.0,3200.0,2670.0,110.0,0.0,120.0,0.0,1960.0,480.0,1510.0,277.0,171.0,564.0,0.0,0.0,880.0,0.0,0.0,9900.0
"McDONALD'S, Side Salad",200.0,0.0,0.0,12.0,0.0,0.057,0.0,0.208,0.0,0.038,0.045,0.07125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,24.0,0.0,0.65,0.0,0.0,0.0,220.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4300.0,1600.0,2240.0,1150.0,0.0,920.0,0.0,0.0,170.0,190.0,20.0,6.0,79.0,0.0,0.0,540.0,0.0,0.0,93930.0
"Cookies, Marie biscuit",11000.0,5300.0,0.0,370.0,27.0,0.118,0.098,3.861,0.0,0.493,0.541,7.500000000000001e-05,0.001,0.0,0.0,0.0,0.012,0,0.00019,0.074,0.0,0.0,0.45,0.45,0.0038,0.0,0.101,0.0,28.0,0.0,193.0,307.0,0.0238999999999999,0.61,7050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70540.0,3500.0,21160.0,0.0,0.0,0.0,0.0,0.0,0.0,10580.0,5291.0,2694.0,1670.0,0.0,0.0,2030.0,0.0,0.0,9790.0
"Broccoli, raw, chinese",800.0,100.0,0.0,7.0,26.5,0.104,0.0,0.459,0.0,0.153,0.1,0.043,0.086,0.0,1.032,0.0,0.957,0,0.0,0.074,29.6,0.0,0.5,0.5,0.0891,105.0,0.064,0.59,19.0,0.0,43.0,274.0,0.0014,0.41,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4670.0,2600.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,116.0,53.0,347.0,0.0,0.0,830.0,0.0,0.0,92550.0
"McDONALD'S, Hash Brown",16000.0,2300.0,0.0,580.0,0.0,0.012,0.0,1.733,0.345,0.032,0.127,5e-05,0.0,0.0,0.001,0.0,0.017,0,0.0,0.18,5.6,0.0,2.14,2.14,0.0,19.0,0.093,0.56,20.0,0.153,99.0,341.0,0.0004,0.34,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28560.0,2800.0,540.0,240.0,0.0,300.0,0.0,0.0,0.0,16300.0,2327.0,8055.0,5065.0,0.0,0.0,2250.0,0.0,0.0,50420.0
"Agave, raw (Southwest)",200.0,0.0,0.0,14.0,0.0,0.007,0.0,0.162,0.041,0.039,0.029,0.000925,0.002,0.0,0.022,0.0,0.0,0,0.0,0.055,4.0,0.0,0.23,0.23,0.0053,417.0,0.138,1.8,55.0,0.094,7.0,127.0,0.0004,0.15,520.0,24.0,106.0,41.0,8.0,52.0,19.0,8.0,0.0,14.0,25.0,28.0,9.0,19.0,13.0,21.0,14.0,8.0,9.0,22.0,16230.0,6600.0,2580.0,980.0,0.0,1190.0,0.0,0.0,410.0,150.0,0.0,0.0,0.0,0.0,0.0,1270.0,0.0,0.0,81830.0
"Emu, raw, outside drum",500.0,100.0,78.0,100.0,0.0,0.007,0.0,7.245,2.5,0.442,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00692,0.676,0.0,0.0,0.17,0.17,0.0,3.0,0.199,4.5,29.0,0.025,225.0,320.0,0.0363,4.5,23080.0,897.0,1039.0,2008.0,167.0,2253.0,727.0,505.0,151.0,750.0,1274.0,1358.0,438.0,659.0,935.0,549.0,662.0,153.0,492.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,122.0,202.0,70.0,78.0,0.0,1000.0,0.0,0.0,74870.0
"Nuts, dried, beechnuts",50000.0,5700.0,0.0,38.0,0.0,0.113,0.0,0.877,0.925,0.371,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.684,15.5,0.0,0.0,0.0,0.0,1.0,0.67,2.46,0.0,1.341,0.0,1017.0,0.0,0.36,6200.0,414.0,443.0,1071.0,197.0,800.0,319.0,172.0,0.0,245.0,367.0,367.0,146.0,262.0,326.0,310.0,221.0,69.0,172.0,346.0,33500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,5719.0,21892.0,20089.0,0.0,0.0,3700.0,0.0,0.0,6600.0
"Currants, dried, zante",300.0,0.0,0.0,8.0,10.6,0.01,0.0,1.615,0.045,0.142,0.16,0.001825,0.004,0.001,0.043,0.001,0.0,0,0.0,0.296,4.7,0.0,0.11,0.11,0.0033,86.0,0.468,3.26,41.0,0.469,125.0,892.0,0.0007,0.66,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74080.0,6800.0,67280.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,28.0,47.0,180.0,0.0,0.0,2360.0,0.0,0.0,19210.0
"Lentils, raw, sprouted",600.0,100.0,0.0,11.0,0.0,0.1,0.0,1.128,0.578,0.128,0.228,0.001125,0.002,0.0,0.0,0.0,0.0,0,0.0,0.19,16.5,0.0,0.0,0.0,0.0,25.0,0.352,3.21,37.0,0.506,173.0,322.0,0.0006,1.51,8960.0,356.0,611.0,1433.0,334.0,1258.0,319.0,257.0,0.0,326.0,628.0,712.0,105.0,442.0,356.0,495.0,328.0,0.0,252.0,399.0,22140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,57.0,104.0,219.0,0.0,0.0,1000.0,0.0,0.0,67340.0
"Gravy, mix, dry, onion",3000.0,1900.0,2.0,4186.0,0.0,0.031,0.017,3.7,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0007,0.1,7.0,0.0,0.0,0.0,0.0,280.0,0.17,1.0,34.0,0.4,203.0,262.0,0.0060999999999999,0.88,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67640.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,1860.0,900.0,140.0,2.0,0.0,16000.0,0.0,0.0,4360.0
"Pie, fruit, fried pies",16000.0,2500.0,0.0,333.0,7.2,0.018,0.015,1.425,0.11,0.106,0.141,0.000675,0.005,0.0,0.005,0.005,0.008,0,8e-05,0.03,1.3,0.0,1.72,1.72,0.0040999999999999,22.0,0.047,1.22,10.0,0.224,43.0,65.0,0.0024,0.23,3000.0,93.0,112.0,156.0,59.0,906.0,98.0,62.0,0.0,120.0,211.0,121.0,52.0,138.0,314.0,154.0,89.0,42.0,90.0,138.0,42600.0,2600.0,21400.0,0.0,0.0,0.0,0.0,0.0,0.0,16100.000000000002,2457.0,7449.0,5376.0,0.0,0.0,1100.0,0.0,0.0,37600.0
"Snacks, cakes, popcorn",3100.0,500.0,0.0,288.0,22.4,0.018,0.0,6.006,0.434,0.178,0.075,0.0018,0.004,0.021,0.033,0.0,0.537,0,0.0,0.181,0.0,0.0,0.29,0.29,0.0011,9.0,0.569,1.87,159.0,0.985,277.0,327.0,0.0099,3.99,9700.0,671.0,581.0,767.0,156.0,1890.0,431.0,280.0,0.0,372.0,1053.0,312.0,210.0,488.0,706.0,480.0,363.0,91.0,387.0,523.0,80100.0,2900.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,480.0,920.0,1350.0,0.0,0.0,2000.0,0.0,0.0,5000.0
